,acc,taxid,lineage
143081,FR682616,874471,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Baltimorevirus;Roseovarius sp. 217 phage 1
143082,FR687252,881915,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Limelightvirus;Pantoea virus Limelight
143083,FR719956,926474,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Baltimorevirus;Roseovarius Plymouth podovirus 1
143084,FR725450,927392,Viruses;__;__;__;__;__;Nitrososphaera phage Pro-Nvie1
143085,FR751545,943335,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Waewaevirus;Pantoea virus Limezero
143086,FR775895,948870,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Enterobacteria phage phi92
143087,FR823298,988656,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Troedvirus;Pseudomonas virus Phi15
143088,FR823450,990550,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Fletchervirus;Campylobacter virus CP81
143089,FR852584,1028375,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;Kayvirus;Staphylococcus virus G1
143090,GQ141189,743964,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Bifidobacterium phage Bbif-1
143091,GQ149088,10845,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Alphatrevirus;Escherichia virus St1
143092,GQ241246,686439,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Cimpunavirus;Clavibacter virus CMP1
143093,GQ303259,663553,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium virus Suffolk
143094,GQ303260,663554,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Bixzunavirus;Mycobacterium virus Bxz1
143095,GQ303261,663555,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Liefievirus;Mycobacterium phage Hope
143096,GQ303262,663556,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Bixzunavirus;Mycobacterium virus Bxz1
143097,GQ303263,663557,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Fromanvirus;Mycobacterium virus Peaches
143098,GQ303264,663558,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium virus Soto
143099,GQ303265,663559,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Kostyavirus;Mycobacterium virus Pumpkin
143100,GQ303266,663560,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium virus Soto
143101,GQ334450,658401,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Cyanophage PSS2
143103,GU071090,658401,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Cyanophage PSS2
143105,GQ357915,665032,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Ionavirus;Delftia virus PhiW14
143106,GQ357916,665033,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Muvirus;Escherichia phage D108
143107,GQ379227,747763,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Streptomyces phage phiSASD1
143108,GQ398772,668618,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Biseptimavirus;Staphylococcus phage P954
143109,GQ403788,741942,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Lactococcus phage 1358
143110,GQ403789,1714272,Viruses;Dividoviricota;Laserviricetes;Halopanivirales;Sphaerolipoviridae;Gammasphaerolipovirus;Thermus virus P23-77
143111,GQ413937,674082,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Przondovirus;Klebsiella virus KP32
143112,GQ413938,674081,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Drulisvirus;Klebsiella virus KP34
143113,GQ421471,670252,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;__;Xylella phage Xfas53
143115,MT084350,670252,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;__;Xylella phage Xfas53
143117,GQ422450,876449,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Lederbergvirus;Enterobacteria phage UAB_Phi20
143118,GQ422451,876448,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Lederbergvirus;Enterobacteria phage Phi75
143119,GQ443085,673376,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Clostridium phage phiCP26F
143120,GQ451696,745088,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Unaquatrovirus;Leuconostoc virus 1A4
143121,GQ452243,663241,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Enterococcus phage phiEf11
143122,GQ466608,141904,Viruses;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Affertcholeramvirus;Vibrio virus CTXphi
143142,GQ466609,141904,Viruses;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Affertcholeramvirus;Vibrio virus CTXphi
143162,GQ466610,141904,Viruses;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Affertcholeramvirus;Vibrio virus CTXphi
143182,GQ466612,141904,Viruses;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Affertcholeramvirus;Vibrio virus CTXphi
143202,GQ485644,141904,Viruses;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Affertcholeramvirus;Vibrio virus CTXphi
143222,GQ485645,141904,Viruses;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Affertcholeramvirus;Vibrio virus CTXphi
143242,GQ485646,141904,Viruses;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Affertcholeramvirus;Vibrio virus CTXphi
143262,GQ485647,141904,Viruses;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Affertcholeramvirus;Vibrio virus CTXphi
143282,GQ485648,141904,Viruses;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Affertcholeramvirus;Vibrio virus CTXphi
143302,GQ485649,141904,Viruses;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Affertcholeramvirus;Vibrio virus CTXphi
143322,GQ485650,141904,Viruses;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Affertcholeramvirus;Vibrio virus CTXphi
143342,GQ485651,141904,Viruses;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Affertcholeramvirus;Vibrio virus CTXphi
143362,GQ485652,141904,Viruses;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Affertcholeramvirus;Vibrio virus CTXphi
143382,GU942563,141904,Viruses;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Affertcholeramvirus;Vibrio virus CTXphi
143402,HQ224500,141904,Viruses;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Affertcholeramvirus;Vibrio virus CTXphi
143422,KF664566,141904,Viruses;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Affertcholeramvirus;Vibrio virus CTXphi
143442,KF664567,141904,Viruses;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Affertcholeramvirus;Vibrio virus CTXphi
143462,KF664568,141904,Viruses;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Affertcholeramvirus;Vibrio virus CTXphi
143482,KJ619459,141904,Viruses;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Affertcholeramvirus;Vibrio virus CTXphi
143502,MF155889,141904,Viruses;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Affertcholeramvirus;Vibrio virus CTXphi
143522,GQ468526,669008,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Berlinvirus;Escherichia virus 285P
143523,GQ478081,673832,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Phifelvirus;Enterococcus virus FL1
143524,GQ478082,673833,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Phifelvirus;Enterococcus virus FL1
143525,GQ478083,673834,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Phifelvirus;Enterococcus virus FL1
143526,GQ478084,673835,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Phifelvirus;Enterococcus virus FL2
143527,GQ478085,673836,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Phifelvirus;Enterococcus virus FL2
143528,GQ478086,673837,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Phifelvirus;Enterococcus virus FL3
143529,GQ478087,673838,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Phifelvirus;Enterococcus virus FL3
143530,GQ478088,673839,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Enterococcus phage phiFL4A
143531,GQ502199,673375,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Dhillonvirus;Sodalis virus SO1
143532,GQ866233,683735,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Aggregatibacter phage S1249
143533,GQ900512,702821,Viruses;__;__;__;__;__;Staphylococcus phage SAP090D
143534,GQ915271,702822,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Biseptimavirus;Staphylococcus phage SAP090B
143535,GQ919031,2570911,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Streptomyces phage ZL12
143536,GQ979703,254252,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Skunavirus;Lactococcus virus P2
143537,GQ981382,645664,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Gaprivervirus;Shigella virus SP18
143538,GU060500,685506,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Cheoctovirus;Mycobacterium virus Ardmore
143539,GU070616,889338,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Seunavirus;Salmonella virus PVPSE1
143540,GU071094,444859,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Thetisvirus;Synechococcus virus SSM1
143541,GU071095,444860,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Bellamyvirus;Synechococcus phage S-SM2
143542,GU071096,445683,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Ahtivirus;Synechococcus virus SShM2
143543,GU071097,445685,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Synechococcus phage S-SSM5
143544,GU071098,445686,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Synechococcus phage S-SSM7
143545,GU071099,444862,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Thaumasvirus;Prochlorococcus phage P-RSM4
143546,GU071100,444875,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Tangaroavirus;Prochlorococcus virus 951510a
143547,GU071102,445693,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Cheungvirus;Prochlorococcus virus NATL1A7
143548,GU071103,445688,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Palaemonvirus;Prochlorococcus virus PSSM7
143549,GU071104,445692,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Tangaroavirus;Prochlorococcus virus NATL2A133
143550,GU071105,444861,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Vellamovirus;Prochlorococcus virus Syn1
143551,GU071106,445684,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Pontusvirus;Synechococcus virus Syn19
143552,GU071107,444876,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Tritonvirus;Synechococcus virus PSSP2
143553,GU071108,444878,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Brizovirus;Prochlorococcus virus Syn33
143554,GU075905,445696,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Eurybiavirus;Prochlorococcus phage P-HM2
143555,GU080336,754004,Viruses;Preplasmiviricota;Tectiliviricetes;Belfryvirales;Turriviridae;Alphaturrivirus;Sulfolobus turreted icosahedral virus 2
143556,GU169904,694060,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Staphylococcus phage SA1
143557,GU196277,698486,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Kagunavirus;Escherichia virus K1G
143558,GU196278,698487,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Kagunavirus;Escherichia virus K1H
143559,GU196279,698488,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Kagunavirus;Escherichia virus K1ind1
143560,GU196280,698489,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Kagunavirus;Escherichia virus K1ind2
143561,GU196281,698490,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Kagunavirus;Escherichia phage K1-ind(3)
143562,GU229986,701257,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Cecivirus;Bacillus virus 250
143563,GU233956,703038,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Bacillus phage 11143
143564,GU247132,701456,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Fromanvirus;Mycobacterium virus Skipole
143565,GU247133,701454,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium virus Soto
143566,GU247134,701455,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium virus Pg1
143567,GU295964,707757,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Slopekvirus;Klebsiella virus KP15
143568,GU296433,934027,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Fletchervirus;Campylobacter virus NCTC12673
143569,GU321093,710112,Viruses;Saleviricota;Huolimaviricetes;Haloruvirales;Pleolipoviridae;Alphapleolipovirus;Alphapleolipovirus HHPV1
143570,GU323318,709484,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Karamvirus;Escherichia virus CC31
143571,GU323708,438780,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Lactobacillus phage phiPYB5
143572,GU393987,718008,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;__;Caulobacter phage Cd1
143573,GU396103,926067,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Aeromonas phage PX29
143574,GU459069,260149,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Aeromonas virus 65
143575,GU477322,872294,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Phietavirus;Staphylococcus virus SAP26
143576,GU557055,948071,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;__;Puniceispirillum phage HMO-2011
143577,GU568037,749413,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Deep-sea thermophilic phage D6E
143578,GU573886,714583,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Lederbergvirus;Salmonella phage ST160
143579,GU580940,691966,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Rhodococcus phage ReqiDocB7
143580,GU580941,691965,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pepyhexavirus;Rhodococcus virus Pepy6
143581,GU580942,691964,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pepyhexavirus;Rhodococcus virus Poco6
143582,GU580943,691963,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Rhodococcus phage ReqiPine5
143583,GU583987,942165,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Pifdecavirus;Pseudomonas virus IBBPF7A
143584,GU595417,979726,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Zindervirus;Enterobacteria phage UAB_Phi78
143585,GU722197,762906,Viruses;__;__;__;__;__;Hyperthermophilic Archaeal Virus 2
143586,GU815091,749447,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Pbunavirus;Pseudomonas virus JG024
143587,GU815339,767806,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Enterococcus phage EFRM31
143588,GU903191,669875,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Jilinvirus;Escherichia virus CVM10
143589,GU911303,910473,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Kisquinquevirus;Burkholderia virus KS5
143590,GU911304,910474,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Tigrvirus;Burkholderia virus KL3
143591,GU911519,760732,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Acinetobacter phage Acj61
143592,GU936714,753084,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Synechococcus phage S-CBS2
143593,GU936715,753085,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Synechococcus phage S-CBS3
143594,GU949551,864178,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Clostridium phage phiCD6356
143595,GU967410,755164,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Anamdongvirus;Lactobacillus virus LBR48
143596,GU988610,757342,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Pakpunavirus;Pseudomonas virus JG004
143597,HE584812,1091556,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Casadabanvirus;Pseudomonas virus LPB1
143598,HE600015,1091052,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Ackermannviridae;Limestonevirus;Dickeya virus Limestone
143599,HE608841,1105171,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Bacteroides phage B124-14
143600,HE611333,1114179,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Krylovvirus;Pseudomonas virus tf
143601,HE614281,1118063,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Staphylococcus phage SpaA1
143602,HE614282,1118064,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Bacillus phage BceA1
143603,HE664024,1150869,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Oslovirus;Escherichia phage P13374
143604,HE681887,1157339,Viruses;__;__;__;Spiraviridae;Alphaspiravirus;Aeropyrum coil-shaped virus
143605,HE775250,1163482,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Jerseyvirus;Salmonella virus Ent1
143606,HE806280,1187128,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Obolenskvirus;Acinetobacter virus AP22
143607,HE815464,1190451,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Firehammervirus;Campylobacter virus CP21
143608,HE861935,73422,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Brussowvirus;Streptococcus phage TP-J34
143609,HE956704,1206110,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Lactobacillus phage phiAQ113
143610,HE956707,1206556,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Pienvirus;Yersinia virus R8-01
143611,HE956708,1206557,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Demerecviridae;Haartmanvirus;Yersinia virus phiR201
143612,HE956709,1206558,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Tegunavirus;Yersinia virus R1RT
143613,HE956710,1206559,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Pokrovskaiavirus;Yersinia virus Phi80-18
143614,HE956711,1206560,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Tequatrovirus;Yersinia virus D1
143615,HE978309,1222338,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Krischvirus;Escherichia virus GEC3S
143616,HE983844,1229675,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Bruynoghevirus;Pseudomonas phage vB_PaeP_C1-14_Or
143617,HE983845,1231048,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Pakpunavirus;Pseudomonas virus CAb1
143618,HF543949,1234701,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Bruynoghevirus;Pseudomonas phage vB_PaeP_p2-10_Or1
143619,HF563658,1267169,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Streptococcus phage phiBHN167
143620,HF569088,1277896,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Perisivirus;Brucella phage Bk2
143621,HF569089,1279070,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Perisivirus;Brucella phage Fi
143622,HF569090,1277895,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Perisivirus;Brucella virus Pr
143624,KC556895,1277895,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Perisivirus;Brucella virus Pr
143626,HF569091,1133292,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Perisivirus;Brucella virus Tb
143629,JN939331,1133292,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Perisivirus;Brucella virus Tb
143632,KC556897,1133292,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Perisivirus;Brucella virus Tb
143635,HF569092,1277893,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Perisivirus;Brucella virus Tb
143637,KC556898,1277893,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Perisivirus;Brucella virus Tb
143639,HF937074,1319980,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Rosenblumvirus;Staphylococcus virus PSa3
143640,HG007973,1343494,Viruses;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Subteminivirus;Stenotrophomonas virus SMA7
143641,HG315669,1346893,Viruses;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Scuticavirus;Stenotrophomonas virus SMA6
143642,HG322870,1351702,Viruses;__;__;__;Bicaudaviridae;__;Sulfolobus monocaudavirus SMV1
143643,HG380752,1385385,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Brussowvirus;Streptococcus phage TP-778L
